vi_text,labels
Các môđun khác nhau có sẵn cho các đồng nghiệp tại cửa hàng và văn phòng được điều chỉnh phù hợp với các rủi ro toàn vẹn cụ thể mà họ có thể gặp phải,2
Các lĩnh vực dịch vụ tài chính và phi tài chính đóng góp vào tổng doanh thu hơn 2 nghìn tỷ USD trong năm trước,0
Trong số phụ nữ trung bình 34 lực lượng lao động bờ biển và 5 nhân viên tàu nhưng 10 sĩ quan tàu,2
Đây là công trình nghiên cứu tiên phong đầu tiên về chủ đề này tại Việt Nam và Đông Nam Á,0
Giám sát thuế nằm trong ban quản lý bao gồm các uỷ ban giám sát có liên quan và cuối cùng là Hội đồng quản trị,3
Các giải pháp dựa trên đám mây cung cấp một môi trường đàn hồi nơi có ít công suất dư thừa hơn và việc sử dụng có thể được tối ưu hóa,0
Là một công ty chúng tôi đã đi ít hơn nhiều vào năm 2020 và 2021 do COVID19,0
Vào ngày 1 tháng 1 năm 2022 Petrolimex triển khai bán xăng RON95V với tiêu chuẩn khí thải cao hơn,1
TJX Europe đã làm việc với The Princes Trust kể từ và các chương trình Get Into ở Anh Kể từ năm 2016 Homesense đã giúp đỡ hơn 2700 thanh niên có nguy cơ gặp khó khăn hoặc những người có thể bị loại khỏi giáo dục chính thống bằng cách hỗ trợ chương trình Achieve của The Princes Trust,2
Khung làm việc toàn cầu về quản lý môi trường GRI các nguyên tắc cho tài chính khí hậu TCFD Mục tiêu Phát triển Bền vững của Liên Hợp Quốc SDGs và Nền tảng Dữ liệu Môi trường CDP,3
Tuy nhiên hãy nhớ rằng phiên bản cuối cùng của câu có thể khác nhau tùy thuộc vào ngữ cảnh và ý định cụ thể của nó trong văn bản gốc,0
Tiếp tục thực hiện giai đoạn thứ hai của chiến lược phát triển hội đồng PTBV đã kịp thời tư vấn cho ban giám đốc về những kế hoạch và nhiệm vụ quan trọng để xây dựng năng lực thích ứng với các rủi ro đặc thù trong từng bối cảnh,3
Chúng tôi cam kết bằng tất cả các hoạt động điện lực đội xe tải nâng trong các trung tâm phân phối của chúng tôi ở Mỹ,0
Chúng tôi rất biết ơn và đánh giá cao sự đóng góp của họ Giám đốc BV Đa khoa khu vực La Gi chia sẻ Tập đoàn Novaland phối hợp cùng Công ty TNHH Vạn Trường Thành Viện Khoa học Công nghệ Nông nghiệp ASEAN trao tặng 80 máy oxy dòng cao đến Sở Y tế tỉnh Đồng Nai nhằm chung tay phòng chống dịch Covid19 trên địa bàn tỉnh,2
"Bên cạnh đó, Công đoàn và Đoàn Thanh niên Tập đoàn Bảo Việt cũng trực tiếp điều động các chuyến xe chở hàng cứu trợ từ Hà Nội đến Nghệ An, phối hợp với các đơn vị thành viên tại địa phương để trao tận tay cho từng hộ gia đình những món quà thiết thực như sách vở, đồ dùng học tập của trẻ em, gạo và nhiều trang thiết bị, nhu yếu phẩm khác cần thiết.",2
100 Người lao động trong tập đoàn được kiểm tra sức khoẻ định kỳ tối thiểu 01 lầnnăm,2
Ngoài việc bổ sung Nhóm nguồn lực nhân viên COLEGAS ERG cho các TSM gốc Tây Ban Nha và Mỹ Latinh và nâng cao ASIAN cho TSM PanAsia vào danh sách ERG hiện có chúng tôi cũng đã công bố việc thành lập ERG cho các cựu chiến binh quân đội thành viên lực lượng vũ trang và gia đình của họ các cá nhân khuyết tật và đồng minh vào cuối năm 2022,2
Do đó ACB ưu tiên mua sắm từ các nhà cung cấp địa phương và tiến hành đánh giá về tác động môi trường và phúc lợi xã hội trong quá trình lựa chọn nhà cung cấp,2
Cơ sở mới đang được lựa chọn theo các tiêu chí về chất lượng sự an toàn và tính bền vững của môi trường,1
Tương tự như vậy hệ số thanh toán nhanh đạt 044 lần vào năm 2023 tăng từ mức 030 lần trong năm 2022 và tăng mạnh từ mức 012 lần của năm 2021,0
Các thành tựu nổi bật trong lĩnh vực số hóa năm 2023 bao gồm việc triển khai các hệ thống lưu ký an toàn cho chứng khoán phát hành trái phiếu đặc biệt là đối với trái phiếu doanh nghiệp và có cơ chế rà soát đánh giá định kỳ,3
JCrew cũng là một thành viên của Business for Social Responsibility BSR một tổ chức dành cho các công ty cam kết thực hành kinh doanh có trách nhiệm xã hội và chúng tôi tự hào hợp tác với họ về các sáng kiến cam kết cải thiện điều kiện làm việc trên toàn thế giới,2
Việc tăng tỷ lệ tái chế tái sử dụng vật liệu ống POY sẽ mở rộng năng lực và tạo ra nhiều cơ hội việc làm hơn cho người dân địa phương thông qua dự án nhà máy sợi tự động Unitex với quy mô giai đoạn đầu tiên 36000 cọc,2
"Mục đích của chương trình là cung cấp nguồn nước uống sạch, đạt tiêu chuẩn quốc gia cho học sinh và giáo viên tại các trường học gặp khó khăn nhằm cải thiện chất lượng cuộc sống cho trẻ em Việt Nam.",2
Đồng thời hội đồng quản trị chịu trách nhiệm triển khai vấn đề phát triển bền vững trong hoạt động kinh doanh thực tế thông qua việc xây dựng mục tiêu cụ thể cho từng ban ngành chức năng và đơn vị thành viên,3
Ngoài việc cung cấp các công cụ hỗ trợ việc học của họ chúng tôi cũng trang bị cho các nhà quản lý các nguồn lực để giúp họ tham gia đối thoại với nhóm của họ bao gồm hỗ trợ cho các nhà quản lý trong các cửa hàng và trung tâm phân phối để dẫn dắt các cuộc thảo luận với các cộng sự xung quanh sự bao hàm đa dạng và các chủ đề thách thức khác chẳng hạn như thành kiến vô thức,2
với những rủi ro và rủi ro trong lĩnh vực của họ,2
Những bước tiến mà chúng tôi đã thực hiện với sự phát triển nghề nghiệp sẽ đẩy chúng tôi vào một quá trình phát triển tương tác nhiều hơn với nhóm của chúng tôi,0
Các kỹ thuật viên của Weis thường xuyên thực hiện chẩn đoán và bảo trì tủ lạnh HVAC điều khiển ánh sáng và các bộ phận cơ khí của cửa hàng để đảm bảo các cửa hàng hoạt động hiệu quả nhất có thể,3
Kể từ khi chương trình bắt đầu số lượng trợ lý quản trị viên đã nhân đôi,3
Thị thực hoạt động trên toàn cầu và tìm cách tuân thủ luật pháp quy định và yêu cầu hiện hành bao gồm cả những quy định liên quan đến thuế trên toàn thế giới,3
"Công ty Cổ phần Tập đoàn PAN xây dựng Nội quy lao động, Cơ chế tiếp nhận và xử lý khiếu nại, Thỏa ước Lao động để đảm bảo thực hiện nguyên tắc dân chủ và minh bạch tại nơi làm việc nhằm phản ánh và giải quyết tất cả các ý kiến.",3
Ngoài sức khỏe và an toàn cho nhân viên chúng tôi cam kết cung cấp môi trường làm việc cho TSM thúc đẩy văn hóa chăm sóc sức khỏe tổng thể,2
Do đó chúng tôi tiếp tục đổi mới trong việc tìm kiếm các thực tiễn tốt nhất để đánh giá hiệu suất quản lý tài nguyên trong chuỗi cung ứng,0
Ngoài ra việc phân loại các vật liệu có thể tái sử dụng hoặc được tái chế giúp hạn chế tác động đến môi trường,1
Cộng đồng địa phương Chúng tôi hoạt động công bằng trong các cộng đồng mà chúng tôi phục vụ và chúng tôi phấn đấu để được tôn trọng vì những đóng góp rộng lớn hơn của chúng tôi với tư cách là một người sử dụng lao động thành viên cộng đồng và đối tác,2
Đây là một ví dụ về canh tác với không gian hạn chế tạo ra nhiều cây trồng hơn trên mỗi đơn vị diện tích và làm nổi bật sự cần thiết phải quản lý đất đai hiệu quả,1
Là một phần của Mục tiêu Tác động Marriott đặt mục tiêu đầu tư 35 triệu đô la vào các chương trình và quan hệ đối tác nhằm phát triển kỹ năng khách sạn và cơ hội cho giới trẻ dân số đa dạng phụ nữ người khuyết tật cựu chiến binh và người tị nạn,2
Thông qua chương trình Tìm sải chân của TJX Canada chúng tôi nỗ lực cung cấp giáo dục và đào tạo nghề cho phụ nữ chuẩn bị cho lực lượng lao độngnhiều người trong số họ còn trẻ những bà mẹ đơn thân từ nhiều chủng tộc và sắc tộc khác nhau bao gồm cả người Canada mới,2
Biểu ngữ đã trồng cây ở Pháp và Peru,1
"Đặc biệt, vào tháng 12 năm 2023, Vincom Retail sẽ triển khai chương trình đào tạo Trưởng bộ phận kỹ thuật (TBPKT) trên toàn quốc nhằm nâng cấp và chuẩn hóa đội ngũ TBPKT trong hệ thống TTTM Vincom.",2
Chúng tôi có một lộ trình phát triển nghề nghiệp minh bạch và rõ ràng cho tất cả các Nhân viên Partner của chúng tôi dựa trên 3 bộ kỹ năng làm pizza làm bếp và làm dịch vụ ở hai cấp độ nhân viên và quản lý,2
Tập đoàn Novaland và Bệnh viện Trung ương Huế thần tốc thành lập Trung tâm Hồi sức Tích cực Người bệnh COVID-19 có quy mô 500 giường tại Thành phố Hồ Chí Minh.,2
Visa và The Female Quotient đã tổ chức một sự kiện ảo Shes Next tập trung vào việc tôn vinh cộng đồng da đen và các nữ doanh nhân ở DC,2
Xác định một cách có hệ thống các mối nguy hiểm và rủi ro liên quan đến đội tàu và hoạt động bờ biển của Công ty,2
Đối với các công ty bảo hiểm thuộc nhóm nghiệp vụ và liên quan khác nhau Các cuộc họp thường niên diễn ra một lần mỗi năm,2
TJX cam kết sẽ làm phần việc của chúng tôi để tiếp tục hỗ trợ nhiều loại Hiệp hội đa dạng cũng như thúc đẩy sự hoà nhập rộng rãi hơn trong cộng đồng của chúng tôi,2
Tuần lễ này có một diễn giả chính các hoạt động hàng ngày một video mới được tạo có sự chứng thực của nhân viên và hướng dẫn cho các nhà lãnh đạo để giúp hỗ trợ các sự kiện trong tuần và hơn thế nữa,2
chương trình học tập tiêu thụ học tập nhiều hơn tăng 30 số người tham gia từ năm 2020,2
"Chúng ta liên tục thực hiện các biện pháp nhằm tăng cường nền kinh tế tuần hoàn, bao gồm cả việc tái chế và biến đổi chất thải thành nguồn tài nguyên quý giá.",1
Ở cấp quản lý một nhóm đa chức năng gồm hơn một chục lãnh đạo cấp cao đã góp phần điều phối chiến lược ESG và các nỗ lực báo cáo của chúng tôi,3
"Bảo Việt là doanh nghiệp bảo hiểm Việt Nam dẫn đầu ngành, được vinh danh trong Top 50 Công ty niêm yết kinh doanh hiệu quả nhất Việt Nam năm 2023 do Tạp chí Nhịp Cầu Đầu Tư bình chọn và Top 50 Doanh nghiệp phát triển bền vững Việt Nam.",0
Nhiều văn phòng không cần mua vật liệu vận chuyển vì họ tái sử dụng những gì đến từ các lô hàng khác,0
Đáng chú ý TMV đã giành được một huy chương vàng trong thể loại lắp ráp của cuộc thi kỹ năng toàn cầu Toyota vào năm 2019,0
Tất cả chúng ta đều cần cách để thoát khỏi áp lực hàng ngày,0
Đến cuối năm 2022 Quỹ Đổi mới sáng tạo Vingroup VINIF đã hỗ trợ cho 102 dự án nghiên cứu khoa học và công nghệ với tổng số tiền tài trợ là 530 tỷ VND,2
Điều này giúp xây dựng niềm tin giữa người sử dụng lao động và nhân viên của họ,2
Rollins đã cung cấp cho các kỹ thuật viên và nhân viên khác những người tương tác với khách hàng thiết bị bảo vệ cá nhân dùng một lần PPE bao gồm mặt nạ găng tay bao giày và đồ bảo hộ,2
Ý tưởng của Albert Einstein rất phù hợp với Swisscom năm ngoái chúng tôi rất vui mừng nhận được giải thưởng từ tạp chí World Finance và công ty tư vấn Boston Consulting Group cho công ty viễn thông bền vững nhất thế giới,0
Trong quá trình triển khai ban quản lý dự án đã chú trọng hơn đến việc giám sát và phối hợp với NT cũng như các bên liên quan khác để tăng cường hiệu quả của hoạt động xử lý chất thải,3
Phối hợp với các phòng ban liên quan của tập đoàn tiến hành đánh giá định kỳ và bất thường đối với những cá nhân này để đảm bảo tuân thủ chính sách của chúng tôi một cách nghiêm ngặt và triệt để.,3
Tuy nhiên việc hoạt động các nhà máy nhiệt điện than có thể gây ra một số hậu quả tiêu cực đối với môi trường,1
Kingfisher quản lý và kiểm soát rủi ro này thông qua quản lý địa phương các chuyên gia thuế mà nó sử dụng và giám sát nhanh chóng những thay đổi trong luật pháp và giải thích luật pháp,3
Với kinh nghiệm của mình trong vai trò thành viên Ban Giám đốc tại Coteccons từ ngày 30 tháng 6 năm 2020 Ông đã đảm nhận vị trí đó,3
Chúng tôi tin rằng những người cộng tác với nhân viên là những người ủng hộ tốt nhất và đại diện thương hiệu chủ yếu bởi vì họ tham gia và cảm thấy mãn nguyện trong suốt sự nghiệp của mình,2
Nông trại bò sữa Đà Lạt là nông trại đầu tiên ở Việt Nam được tổ chức Control Union chứng nhận đạt tiêu chuẩn hữu cơ châu Âu,0
Mục tiêu mang đến sự hài lòng cao nhất về chất lượng sản phẩm dịch vụ cũng như các giải pháp đáng tin cậy với mức chi phí hợp lý để phục vụ tốt hơn nhu cầu của khách hàng và tạo mối quan hệ bền chặt với tất cả các đối tác,2
Nội dung báo cáo dựa trên thông tin dữ liệu từ hoạt động kinh doanh chính của Tập đoàn Novaland tại Việt Nam và thu thập được giới hạn trong phạm vi Tập đoàn Novaland và các công ty con mà Tập đoàn nắm giữ hơn 50 vốn cổ phần,3
Quản trị rủi ro QTRR là quá trình tiếp cận một cách khoa học và có hệ thống để theo dõi nhận dạng kiểm soát phòng ngừa và giảm thiểu tổn thất hoặc ảnh hưởng bất lợi đến các hoạt động kinh doanh của Tập đoàn,3
Văn phòng đại diện của Công ty TNHH một thành viên Quản lý Quỹ Bảo Việt đặt tại Thành phố Hồ Chí Minh,0
Các số liệu cường độ cũng đã được giảm bớt để bao gồm phát thải 3 phạm vi đầy đủ,1
8025 tỷ đồng năm 2014 có tốc độ tăng trưởng gộp là 178 từ 96 triệu USD tăng lên 2347 tỷ đồng,0
Các nguồn tài nguyên nước và chất lượng nước Áp dụng các biện pháp sử dụng bền vững hiệu quả và tái tạo,1
Bert Dunmire trong Underwriting đã chỉ cho anh ta cách làm thế nào để trở thành một đại diện tài khoản hiệu quả,0
Điều này đã cung cấp khả năng hiển thị lớn hơn cho nguồn cung sản phẩm của chúng tôi và đã tạo ra hiệu quả trong hệ thống chuỗi cung ứng của chúng tôi để giúp chúng tôi xác định và tạo ra các quy trình có thể dẫn đến ít chất thải hơn và nhu cầu vật liệu ít hơn,1
Có những rủi ro tiềm ẩn liên quan đến việc tuân thủ cả các yêu cầu pháp lý và bên trong,0
Chúng tôi làm và những gì chúng tôi cung cấp cho các cộng sự nhân viên trừ khi họ làm việc ở đây,2
Việc mở rộng mạng lưới phân phối và đại lý sẽ nâng cao phạm vi tiếp cận của chúng ta và cho phép chúng tôi phục vụ khách hàng ở mọi khu vực một cách hiệu quả hơn.,2
Sau đó có thể điều tra kỹ lưỡng nguyên nhân gây ra các sự cố này để đảm bảo rằng chúng sẽ được giải quyết trước khi chúng lan rộng hơn nữa và ảnh hưởng xấu đến uy tín của công ty,3
Chúng tôi cũng đã bắt đầu kết hợp các hoạt động bền vững trong văn phòng và khám phá việc sử dụng xe điện và nhiên liệu thay thế,1
Đây là khí thải trực tiếp từ các cơ sở của chúng tôi hoặc năng lượng chúng tôi mua để cung cấp năng lượng và sưởi ấm các địa điểm này,1
OSC cung cấp dữ liệu đầu vào về khung ESG của Công ty hỗ trợ thiết lập và theo dõi các chỉ số ESG và hướng dẫn cách tiếp cận của Công ty đối với các chương trình ESG và tiết lộ,3
Việc giảm thiểu tác động của biến đổi khí hậu đặt ra một trong những thách thức lớn nhất trước mắt cho cả xã hội và các doanh nghiệp,1
Thông qua các dự án tình nguyện và sự giúp đỡ từ cộng sự chúng ta tạo ra cơ hội để đền đáp tại cộng đồng nơi chúng ta sống và làm việc,2
Bảo vệ vận chuyển là một cụm từ thông dụng trong cuộc sống hàng ngày do tính đơn giản và dễ duy trì của nó,2
Biến đổi khí hậu là một trong những mối đe dọa lớn nhất đối với hành tinh của chúng ta và giảm lượng khí thải là một trong những bước quan trọng nhất chúng ta có thể thực hiện,1
Kiểm tra và đánh giá hệ thống thường xuyên là điều cần thiết để đảm bảo chúng luôn được cập nhật và không có lỗ hổng bảo mật,3
Ngoài ra công ty còn có một hệ thống đăng ký trực tuyến tại thị trường Việt Nam nhằm ngăn chặn việc bán các sản phẩm giả mạo hoặc không chính hãng mang thương hiệu đá thạch anh VICOSTONE,3
Phạm vi năng lượng và điện năng mà Ross mua,0
"Tại Trụ cột B, Thương mại với Dịch vụ, các công ty PL luôn tổ chức các khóa đào tạo nội bộ, các chương trình nâng cao năng lực của người quản lý, huấn luyện và phát triển nhóm lãnh đạo tiềm năng tiếp theo.",3
có thể phá vỡ chuỗi cung ứng của chúng tôi giảm nguồn lực sẵn có gây hại cho cơ sở hạ tầng vàhoặc ảnh hưởng đến khả năng hoạt động của chúng tôi,0
Toàn bộ đội ngũ được trang bị cơ sở hạ tầng công nghệ cần thiết để làm việc từ bất cứ đâu vào bất kỳ thời điểm nào.,0
Để tạo ra loại vải này chúng tôi làm việc với Profits Fund Global một nhà máy được blueesign phê duyệt có thể nhuộm các loại vải mà không cần các hóa chất độc hại,1
Để hỗ trợ việc sử dụng công nghệ hiện đại trong nông nghiệp nhằm mục đích nâng cao sinh kế của người dân địa phương và đảm bảo an ninh lương thực với năng suất cao hơn và chi phí đầu vào giảm,2
Là một phần trong nỗ lực liên tục của Visa để xây dựng văn hoá bao hàm có chủ đích chúng tôi đang làm việc để loại bỏ thuật ngữ và mã công nghệ không bao hàm trong các ứng dụng hệ thống và hiện vật thuộc sở hữu của Visa,2
Vận tải Xanh ngày càng trở nên phổ biến đối với nhân viên của Tập đoàn Vingroup,0
Nội dung giáo dục người tiêu dùng mở rộng bây giờ sẽ tiến lên với một ống kính phản ứng để giúp đỡ với hậu quả của thiên tai và bao gồm nhiều nội dung hướng dẫn hơn,0
Công ty cũng tiến hành các hoạt động giao lưu văn hóa một cách nhất quán để đảm bảo rằng công nhân nữ là người dân tộc thiểu số của họ cảm thấy gắn kết và hoà nhập vào môi trường làm việc tốt hơn,2
Bằng cách chung tay thắp lên hy vọng và tiếp thêm sức mạnh cho những người kém may mắn hơn chương trình đã nhận được đăng ký của 67 cán bộ công nhân viên,2
"Câu đã được sửa lại: Máy lọc không khí cung cấp một biện pháp hỗ trợ bổ sung để duy trì và cải thiện sức khỏe cho cán bộ, công chức.",2
Marriott tài trợ cho dự án Juma REDD của FAS nhằm hạn chế nạn phá rừng hỗ trợ sinh kế cộng đồng và giảm phát thải khí nhà kính trong áp lực ở rừng mưa Amazon phía tây bắc Brazil,1
Đôi khi chúng ta tham gia với các nhà hoạch định chính sách thông qua các hiệp hội thương mại và các nhóm ngành,0
Nếu anh có vấn đề gìthì đây nên là một trò vui giải trí,0
Các chất thải được xử lý đúng cách để đảm bảo không gây hại cho môi trường của các vùng lân cận,1
Các sản phẩm cung cấp quyền lợi bảo hiểm trước các rủi ro trong cuộc sống kết hợp với lương hưu định kỳ từ đó bổ sung cho bảo hiểm hưu trí bắt buộc tạo nên một hệ thống an sinh xã hội tương đối toàn diện và đầy đủ đáp ứng cơ bản nhu cầu bảo hiểm hưu trí của người lao động thuộc mọi thành phần kinh tế,2
Tất cả nhân viên đều có thể tiếp cận với các chương trình đào tạo và phát triển kỹ năng của chúng tôi điều này sẽ nâng cao sự nghiệp nghề nghiệp của họ và tăng cơ hội thăng tiến trong công ty,2
Hàng năm chúng tôi rà soát môi trường rủi ro hiện tại và tiềm ẩn đánh giá mức độ rủi ro và đưa ra một số rủi ro chính để thảo luận ở cấp Hội đồng quản trị cho phù hợp Các vấn đề liên quan đến ĐMC được Hội đồng quản trị xem xét thường xuyên cũng như trong các cuộc họp của hội đồng khi cần thiết,3
"Theo báo cáo, lượng khí thải trong phạm vi 1 là khoảng 7% và lượng khí thải trong phạm vi 2 vào khoảng 93%.",1
Ngoài ra Hội nghị các bên của Công ước khung về biến đổi khí hậu COP28 cũng kêu gọi tăng gấp ba lần công suất năng lượng tái tạo trên toàn cầu vào năm 2030 đẩy nhanh nỗ lực giảm việc sử dụng than và thúc đẩy các công nghệ như thu hồi và lưu trữ carbon,1
"Cuộc thi kỹ năng được triển khai ở ba cấp độ: Cấp doanh nghiệp, Thí sinh sẽ trải qua 3 giai đoạn của cuộc thi từ tổ đội đến các phân xưởng và cuối cùng là cấp công ty để chọn ra những thí sinh xuất sắc nhất cho từng vị trí hoặc bộ phận.",2
tạo ra các cộng sự đa dạng trong hệ thống nhân tài của chúng tôi chúng tôi đang nỗ lực để tuyển dụng nhiều nhân tài đa dạng hơn trong khi vẫn tiếp tục tập trung vào việc tạo điều kiện cho các cộng sự đa dạng tiếp cận nhiều cơ hội phát triển hơn,2
Trong báo cáo này Techcombank sẽ cung cấp cho bạn bản tóm tắt về hoạt động của Ban Giám đốc năm 2021 và vai trò của họ trong việc giám sát hoạt động điều hành của Tổng Giám đốc thông qua các quy định phân cấp và nội bộ do HĐQT ban hành,3
Phạm vi của sự đảm bảo bao gồm tiêu thụ năng lượng phát thải carbon 100 điện tái tạo và cam kết trung hoà carbon,1
Điều này giúp chúng ta dễ dàng tiếp cận khách hàng tiềm năng hơn trong vòng bảy tháng kể từ tháng Năm năm 2022,0
Chúng tôi đánh giá cao lòng tin của khách hàng vào chúng tôi mỗi khi họ ghé thăm một trong những đại lý của chúng tôi hoặc để mua một chiếc xe thanh toán tiền hoặc thảo luận về tài khoản của họ,2
Những dữ liệu này sau đó được lưu trữ trên một Nền tảng Dữ liệu Khách cao có thể mở rộng theo tỷ lệ với sự tăng trưởng của tập hợp dữ liệu,0
Trong giai đoạn thứ ba của chiến dịch Sức khỏe cộng đồng Wearing is Caring tập trung vào việc nâng cao giáo dục về và tiếp cận COVIDvà Quỹ Quan tâm Henry Schein đã hỗ trợ một số tổ chức bằng tiền mặt và hiện vật bao gồm Choose Healthy Life một sáng kiến giải quyết COVID19 và sự chênh lệch về sức khỏe thông qua các nhà thờ da đen Hiệp hội Nha sĩ Ấn Độ Hoa Kỳ SAID một tổ chức phi lợi nhuận quốc gia chuyên thúc đẩy và cải thiện sức khỏe răng miệng của cộng đồng,2
Thực hiện số hóa các thủ tục và tài liệu để đạt được môi trường làm việc không cần giấy tờ đồng thời giảm phát thải khí nhà kính bằng cách tiết kiệm năng lượng trong các tòa nhà do Bảo Việt quản lý,1
Con số này cũng cao hơn đáng kể so với tỷ lệ bản địa hóa toàn ngành khoảng 20,0
Tất cả các nhân viên làm việc cho tổ chức là nhân viên và tổ chức không có bất kỳ nhân viên nào không phải là nhân viên,2
Chúng tôi cung cấp tài trợ cho nhiều tổ chức cung cấp dịch vụ trong các lĩnh vực trọng tâm sau đói nghèo nơi ở và giáo dục,2
Xác định xu hướng hiện tại và tương lai Chúng tôi tiến hành nghiên cứu tương lai để giúp xác định các vấn đề xã hội môi trường và kinh tế sẽ ảnh hưởng đến việc học tập hệ sinh thái của các đối tác và doanh nghiệp của Pearson trong những năm tới,2
Ngày nay chúng tôi có mục tiêu cải thiện hiệu suất bền vững môi trường của chúng tôi bao gồm đặc biệt trong cam kết giảm thiểu phát thải khí nhà kính và tăng cường sử dụng các nguồn tài nguyên tái tạo,1
Tiếp theo chúng tôi sẽ xác định và xây dựng các mục tiêu báo cáo và số liệu liên quan đến giảm thiểu rủi ro biến đổi khí hậu và các cơ hội,3
Công ty cổ phần xây dựng Coteccons đảm bảo rằng nhân viên và gia đình họ nhận được các đợt kiểm tra sức khỏe định kỳ ở mọi vị trí trong cả nước,3
Và giờ anh ta hạnh phúc ở El Reno,0
Mỗi hợp đồng tương lai bằng với một tấn khí thải nhà kính,1
Trong năm qua chúng tôi trang bị cho mọi người những công cụ và hỗ trợ để làm cho công việc lai và tiếp tục đạt được mức độ tham gia cao,2
Khi nhiệt độ tăng lên mực nước biển dâng cao dẫn đến lũ lụt ô nhiễm nguồn nước tác động tiêu cực đến sản xuất nông nghiệp công nghiệp và các lĩnh vực khác của nền kinh tế xã hội,1
"Đồng thời, TMV cũng không đưa ra bất cứ điều khoản ngoại lệ nào cho các tuyên bố và cam kết đó, bất kể mục đích đằng sau những hành động trái với quy định có phải là để mang lại lợi ích cho công ty hoặc khách hàng hay không.",2
Chương trình Phát triển Điều hànhChương trình một chương trình nội bộ mở cửa cho tất cả nhân viên người Mỹ gốc Phi và da đen ở cấp giám đốc cao cấp và dưới,2
Kết quả hoạt động đầu tư vào năm 2020 cho thấy những điểm nhấn như Doanh nghiệp bảo hiểm nhân thọ Bảo Việt Nhân Thọ đạt tổng doanh thu phí hơn 374 nghìn tỷ đồng Tổng Công ty Bảo hiểm Bảo Việt ghi nhận tổng doanh thu phí gần 105 nghìn tỷ đồng và số tiền bồi thường là 6298 tỷ đồng tăng trưởng lần lượt là 1 và 3 Lợi nhuận sau thuế của Tổng công ty cổ phần Bảo Minh đạt hơn 416 tỷ đồng Công ty Quản lý quỹ Bảo Việt đạt tổng tài sản quản lý gần 103 nghìn tỷ đồng tăng trưởng 27,3
Chương trình Một tỷ cây xanh do Quỹ Bảo vệ Môi trường Việt Nam triển khai Vinamilk đã thực hiện từ năm 2012 đến năm 2020,1
Giám đốc được mời tham dự lễ trao giải DMGT Community Champions Awards nơi họ không chỉ tương tác với nhân viên mà còn là đại diện từ các tổ chức từ thiện và sáng kiến cộng đồng mà Tập đoàn hỗ trợ,2
Không sử dụng hóa chất và không có tiếng ồn hay sự xáo trộn,0
Hơn nữa Chương trình Hỗ trợ Nhân viên của chúng tôi còn cung cấp dịch vụ tư vấn miễn phí về sức khoẻ tâm thần pháp lý và tài chính,2
Coteccons đã triển khai việc giảm thiểu sử dụng các vật liệu nhựa như chai lọ hộp đựng phân loại chất thải từ đầu nguồn và quản lý đúng cách về chất thải của chúng,1
"Đồng thời, chúng tôi tái cơ cấu việc đào tạo chuyên môn theo lộ trình phát triển của công ty để đảm bảo người lao động hiểu được hướng đi rõ ràng khi gia nhập và hỗ trợ người lao động có thâm niên trong sự nghiệp hoàn thành các kỹ năng cần thiết cho vị trí kế nhiệm.",2
CHILD LABOR Cintas định nghĩa lao động trẻ em là bất kỳ công việc nào được thực hiện bởi các cá nhân dưới độ tuổi đi học bắt buộc được xác định bởi địa điểm nơi công việc được thực hiện nếu cao hơn 16 tuổi,2
Hội đồng thường xuyên xem xét các báo cáo từ ban quản lý và Ủy ban kiểm toán liên quan đến chương trình ERM,3
Mục tiêu chính là cải thiện hiệu suất và bảo mật thông qua việc quản lý dữ liệu một cách hiệu quả hơn.,3
Ngoài ra chương trình này còn được chia sẻ trong một số diễn đàn và cộng đồng cổ phiếu có ảnh hưởng nhất với hơn sáu nghìn thành viên,2
Trách nhiệm trực thuộc Hội đồng Quản trị và Ban Giám đốc quản lý việc tổ chức thực hiện chính sách lao động tiền lương đãi ngộ người lao động theo quy định của pháp luật,3
Vận động ủng hộ tương lai trong việc hỗ trợ doanh nghiệp chủ sở hữu nhượng quyền thương mại và các cộng sự bị ảnh hưởng của chúng tôi trong các biện pháp cứu trợ và phục hồi liên quan đến đại dịch COVID19 ở cấp địa phương tiểu bang và liên bang,2
Màu xám 11C Pantone màu này nhắc đến hình ảnh của kim loại như sắt thép và bê tông ngoài ra nó còn tượng trưng cho tính trung lập trí tuệ và quyết tâm,0
Hoàn thành vào năm 2021 nó đã đơn giản hóa và sắp xếp lại quá trình quản lý sự phát triển nghề nghiệp tiền lương và phúc lợi của nhân viên,2
Triệu cây vì sự sống dự án Green Up Vietnam sẽ hợp tác với các tỉnh Lâm Đồng Bình Thuận Bà Rịa Vũng Tàu và Đồng Nai để trồng 1 triệu cây,1
Đầu tư có trách nhiệm nghĩa vụ liên quan đến việc tham gia vào chuỗi giá trị của đầu tư bền vững và tận dụng khả năng sinh lời để giải quyết vấn đề môi trường cũng như xã hội,3
Các phương thức đào tạo dành cho Đội ngũ kiểm toán viên nội bộ là Chương trình đào tạo của Tổ chức,0
Ngoài việc đánh giá tác động môi trường của họ các nhà cung cấp cũng được lựa chọn dựa trên một số chỉ tiêu liên quan đến xã hội dưới đây ACB luôn hướng tới mua sắm tiêu thụ với nhà cung cấp trong nước giúp tăng trưởng tiêu dùng nội địa,2
Trong loạt phim trên YouTube có một cặp đồng tính nữ được quay trong cửa hàng Warsaw của Castorama,0
